"filename", "language", "JSON", "Markdown", "mcfunction", "comment", "blank", "total"
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\dev_stone.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\magical_crystal.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\magical_shard.json", "JSON", 22, 0, 0, 0, 1, 23
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\aguamenti.json", "JSON", 19, 0, 0, 0, 0, 19
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\amogius.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\ardo.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\attonus.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\auxiliare.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\circulum_sanitatem.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\commovus.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\consedo.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\ignis_temptates.json", "JSON", 19, 0, 0, 0, 0, 19
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\iunior.json", "JSON", 19, 0, 0, 0, 0, 19
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\spell_books\wingardium_leviosa.json", "JSON", 19, 0, 0, 0, 1, 20
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\loot_tables\items\wand.json", "JSON", 18, 0, 0, 0, 1, 19
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\1_percent.json", "JSON", 4, 0, 0, 0, 1, 5
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\20_percent.json", "JSON", 4, 0, 0, 0, 1, 5
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\5_percent.json", "JSON", 4, 0, 0, 0, 1, 5
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\75_percent.json", "JSON", 4, 0, 0, 0, 1, 5
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\flags/has_regen.json", "JSON", 10, 0, 0, 0, 1, 11
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/dev_stone.json", "JSON", 11, 0, 0, 0, 1, 12
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/dev_stone_deactivated.json", "JSON", 11, 0, 0, 0, 1, 12
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/dev_stone_debug.json", "JSON", 11, 0, 0, 0, 1, 12
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/dev_stone_dev.json", "JSON", 11, 0, 0, 0, 1, 12
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/wand.json", "JSON", 14, 0, 0, 0, 1, 15
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\holding/wand_offhand.json", "JSON", 14, 0, 0, 0, 1, 15
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\flags/is_in_nether.json", "JSON", 9, 0, 0, 0, 1, 10
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\flags/is_sneaking.json", "JSON", 9, 0, 0, 0, 1, 10
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\predicates\not_drowning.json", "JSON", 7, 0, 0, 0, 1, 8
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\recipes\magical_crafting_table.json", "JSON", 20, 0, 0, 0, 2, 22
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\recipes\magical_crystal.json", "JSON", 17, 0, 0, 0, 2, 19
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\recipes\wand.json", "JSON", 20, 0, 0, 0, 2, 22
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\tags\blocks\transparent.json", "JSON", 110, 0, 0, 0, 0, 110
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\tags\entity_types\mob.json", "JSON", 69, 0, 0, 0, 0, 69
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\hexenwerk\tags\entity_types\undead.json", "JSON", 49, 0, 0, 0, 1, 50
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\minecraft\tags\functions\load.json", "JSON", 3, 0, 0, 0, 0, 3
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\data\minecraft\tags\functions\tick.json", "JSON", 3, 0, 0, 0, 0, 3
"c:\Users\Flynn\AppData\Roaming\.minecraft\saves\Hexenwerk Test World\datapacks\Hexenwerk-Datapack\pack.mcmeta", "JSON", 6, 0, 0, 0, 0, 6
"Total", "-", 1049, 1, 840, 20, 242, 2152
